Orthography	Transcription
ABSORBENCY	ʌ0.b.z.ɔ1.ɹ.b.ʌ0.n.s.i0
ABSORBENT	ʌ0.b.z.ɔ1.ɹ.b.ʌ0.n.t
ABSORBER	ʌ0.b.z.ɔ1.ɹ.b.ɚ0
ABSORBERS	ʌ0.b.z.ɔ1.ɹ.b.ɚ0.z
ABSORBING	ʌ0.b.z.ɔ1.ɹ.b.ɪ0.ŋ
ABSORBS	ʌ0.b.z.ɔ1.ɹ.b.z
ABSORPTION	ʌ0.b.z.ɔ1.ɹ.p.ʃ.ʌ0.n
ABSORPTION(1)	ʌ0.b.s.ɔ1.ɹ.p.ʃ.ʌ0.n
ABSTAIN	ʌ0.b.s.t.eɪ1.n
ABSTAIN(1)	æ0.b.s.t.eɪ1.n
ABSTAINED	ʌ0.b.s.t.eɪ1.n.d
ABSTAINED(1)	æ0.b.s.t.eɪ1.n.d
ABSTAINING	ʌ0.b.s.t.eɪ1.n.ɪ0.ŋ
ABSTAINING(1)	æ0.b.s.t.eɪ1.n.ɪ0.ŋ
ABSTENTION	ʌ0.b.s.t.ɛ1.n.tʃ.ʌ0.n
ABSTENTION(1)	æ0.b.s.t.ɛ1.n.tʃ.ʌ0.n
ABSTENTIONS	ʌ0.b.s.t.ɛ1.n.tʃ.ʌ0.n.z
ABSTENTIONS(1)	æ0.b.s.t.ɛ1.n.tʃ.ʌ0.n.z
ABSTINENCE	æ1.b.s.t.ʌ0.n.ʌ0.n.s
ABSTINENT	æ1.b.s.t.ʌ0.n.ʌ0.n.t
ABSTON	æ1.b.s.t.ʌ0.n
ABSTRACT	æ0.b.s.t.ɹ.æ1.k.t
ABSTRACT(1)	æ1.b.s.t.ɹ.æ2.k.t
ABSTRACTED	æ1.b.s.t.ɹ.æ2.k.t.ɪ0.d
ABSTRACTION	æ0.b.s.t.ɹ.æ1.k.ʃ.ʌ0.n
ABSTRACTIONS	æ0.b.s.t.ɹ.æ1.k.ʃ.ʌ0.n.z
ABSTRACTS	æ1.b.s.t.ɹ.æ0.k.t.s
ABSTRUSE	ʌ0.b.s.t.ɹ.u1.s
ABSURD	ʌ0.b.s.ɚ1.d
ABSURDIST	ʌ0.b.s.ɚ1.d.ɪ0.s.t
ABSURDITIES	ʌ0.b.s.ɚ1.d.ʌ0.t.i0.z
ABSURDITY	ʌ0.b.s.ɚ1.d.ʌ0.t.i0
ABSURDLY	ʌ0.b.s.ɚ1.d.l.i0
ABT	æ1.b.t
ABT(1)	eɪ1.b.i1.t.i1
ABTS	æ1.b.t.s
ABTS(1)	eɪ1.b.i1.t.i1.z
ABTS(2)	eɪ1.b.i1.t.i1.ɛ1.s
ABU	æ1.b.u0
ABUDRAHM	ʌ0.b.ʌ1.d.ɹ.ʌ0.m
ABUELLAH	ʌ0.b.w.ɛ1.l.ʌ0
ABUELLAH'S	ʌ0.b.w.ɛ1.l.ʌ0.z
ABULADZE	æ2.b.j.u0.l.æ1.d.z.i0
ABUNDANCE	ʌ0.b.ʌ1.n.d.ʌ0.n.s
ABUNDANT	ʌ0.b.ʌ1.n.d.ʌ0.n.t
ABUNDANTLY	ʌ0.b.ʌ1.n.d.ʌ0.n.t.l.i0
ABURTO	ʌ0.b.ʊ1.ɹ.t.oʊ2
ABURTO'S	ʌ0.b.ʊ1.ɹ.t.oʊ2.z
ABUSE	ʌ0.b.j.u1.s
ABUSE(1)	ʌ0.b.j.u1.z
ABUSED	ʌ0.b.j.u1.z.d
ABUSER	ʌ0.b.j.u1.z.ɚ0
ABUSERS	ʌ0.b.j.u1.z.ɚ0.z
ABUSES	ʌ0.b.j.u1.s.ɪ0.z
ABUSES(1)	ʌ0.b.j.u1.z.ɪ0.z
ABUSING	ʌ0.b.j.u1.z.ɪ0.ŋ
ABUSIVE	ʌ0.b.j.u1.s.ɪ0.v
ABUT	ʌ0.b.ʌ1.t
ABUTS	ʌ0.b.ʌ1.t.s
ABUTTED	ʌ0.b.ʌ1.t.ʌ0.d
ABUTTING	ʌ0.b.ʌ1.t.ɪ0.ŋ
ABUZZ	ʌ0.b.ʌ1.z
ABYSMAL	ʌ0.b.ɪ1.z.m.ʌ0.l
ABYSMALLY	ʌ0.b.ɪ1.z.m.ʌ0.l.i0
ABYSS	ʌ0.b.ɪ1.s
ABYSSINIA	æ0.b.s.ɪ1.n.i2.ʌ0
ABYSSINIAN	æ0.b.s.ɪ1.n.i2.ʌ0.n
ABZUG	æ1.b.z.ʌ2.g
ABZUG(1)	æ1.b.z.ʊ2.g
AC	eɪ1.s.i1
ACA	æ1.k.ʌ0
ACACIA	ʌ0.k.eɪ1.ʃ.ʌ0
ACADEME	æ1.k.ʌ0.d.i2.m
ACADEMIA	æ2.k.ʌ0.d.i1.m.i0.ʌ0
ACADEMIC	æ2.k.ʌ0.d.ɛ1.m.ɪ0.k
ACADEMICALLY	æ2.k.ʌ0.d.ɛ1.m.ɪ0.k.l.i0
ACADEMICIAN	æ2.k.ʌ0.d.ʌ0.m.ɪ1.ʃ.ʌ0.n
ACADEMICIANS	æ2.k.ʌ0.d.ʌ0.m.ɪ1.ʃ.ʌ0.n.z
ACADEMICIANS(1)	ʌ0.k.æ2.d.ʌ0.m.ɪ1.ʃ.ʌ0.n.z
ACADEMICS	æ2.k.ʌ0.d.ɛ1.m.ɪ0.k.s
ACADEMIES	ʌ0.k.æ1.d.ʌ0.m.i0.z
ACADEMY	ʌ0.k.æ1.d.ʌ0.m.i0
ACADEMY'S	ʌ0.k.æ1.d.ʌ0.m.i0.z
ACADIA	ʌ0.k.eɪ1.d.i0.ʌ0
ACAMPO	ʌ0.k.ɑ1.m.p.oʊ0
ACAMPORA	ʌ0.k.æ1.m.p.ɚ0.ʌ0
ACAMPSIA	ʌ0.k.æ1.m.p.s.j.ʌ0
ACANTHA	ɑ0.k.ɑ1.n.ð.ʌ0
ACAPULCO	æ2.k.ʌ0.p.ʊ1.l.k.oʊ0
ACARY	æ1.k.ɚ0.i0
ACCARDI	ɑ0.k.ɑ1.ɹ.d.i0
ACCARDO	ɑ0.k.ɑ1.ɹ.d.oʊ0
ACCEDE	æ0.k.s.i1.d
ACCEDED	æ0.k.s.i1.d.ɪ0.d
ACCEDES	æ0.k.s.i1.d.z
ACCEDING	æ0.k.s.i1.d.ɪ0.ŋ
ACCEL	ʌ0.k.s.ɛ1.l
ACCELERANT	æ0.k.s.ɛ1.l.ɚ0.ʌ0.n.t
ACCELERANTS	æ0.k.s.ɛ1.l.ɚ0.ʌ0.n.t.s
ACCELERATE	æ0.k.s.ɛ1.l.ɚ0.eɪ2.t
ACCELERATED	æ0.k.s.ɛ1.l.ɚ0.eɪ2.t.ɪ0.d
ACCELERATES	æ0.k.s.ɛ1.l.ɚ0.eɪ2.t.s
ACCELERATING	æ0.k.s.ɛ1.l.ɚ0.eɪ2.t.ɪ0.ŋ
ACCELERATION	æ2.k.s.ɛ2.l.ɚ0.eɪ1.ʃ.ʌ0.n
ACCELERATOR	æ0.k.s.ɛ1.l.ɚ0.eɪ2.t.ɚ0
ACCELERATORS	æ0.k.s.ɛ1.l.ɚ0.eɪ2.t.ɚ0.z
ACCELEROMETER	æ0.k.s.ɛ2.l.ɚ0.ɑ1.m.ʌ0.t.ɚ0
ACCELEROMETERS	æ0.k.s.ɛ2.l.ɚ0.ɑ1.m.ʌ0.t.ɚ0.z
ACCENT	ʌ0.k.s.ɛ1.n.t
ACCENT(1)	æ1.k.s.ɛ2.n.t
ACCENTED	æ1.k.s.ɛ0.n.t.ɪ0.d
ACCENTING	æ1.k.s.ɛ0.n.t.ɪ0.ŋ
ACCENTS	æ1.k.s.ɛ0.n.t.s
ACCENTUATE	æ0.k.s.ɛ1.n.tʃ.u0.eɪ0.t
ACCENTUATED	æ0.k.s.ɛ1.n.tʃ.u0.eɪ2.t.ɪ0.d
ACCENTUATES	æ0.k.s.ɛ1.n.tʃ.u0.eɪ2.t.s
ACCENTUATING	æ0.k.s.ɛ1.n.tʃ.u0.eɪ2.t.ɪ0.ŋ
ACCEPT	æ0.k.s.ɛ1.p.t
ACCEPT(1)	ʌ0.k.s.ɛ1.p.t
ACCEPTABILITY	ʌ0.k.s.ɛ2.p.t.ʌ0.b.ɪ1.l.ʌ0.t.i0
ACCEPTABLE	æ0.k.s.ɛ1.p.t.ʌ0.b.ʌ0.l
ACCEPTABLE(1)	ʌ0.k.s.ɛ1.p.t.ʌ0.b.ʌ0.l
ACCEPTABLY	æ0.k.s.ɛ1.p.t.ʌ0.b.l.i0
ACCEPTABLY(1)	ʌ0.k.s.ɛ1.p.t.ʌ0.b.l.i0
ACCEPTANCE	æ0.k.s.ɛ1.p.t.ʌ0.n.s
ACCEPTANCE(1)	ʌ0.k.s.ɛ1.p.t.ʌ0.n.s
ACCEPTANCES	æ0.k.s.ɛ1.p.t.ʌ0.n.s.ɪ0.z
ACCEPTED	æ0.k.s.ɛ1.p.t.ɪ0.d
ACCEPTING	æ0.k.s.ɛ1.p.t.ɪ0.ŋ
ACCEPTING(1)	ʌ0.k.s.ɛ1.p.t.ɪ0.ŋ
ACCEPTS	æ0.k.s.ɛ1.p.t.s
ACCESS	æ1.k.s.ɛ2.s
ACCESSED	æ1.k.s.ɛ2.s.t
ACCESSIBILITY	æ2.k.s.ɛ0.s.ʌ0.b.ɪ1.l.ɪ0.t.i0
ACCESSIBLE	æ0.k.s.ɛ1.s.ʌ0.b.ʌ0.l
ACCESSING	æ1.k.s.ɛ2.s.ɪ0.ŋ
ACCESSION	ʌ0.k.s.ɛ1.ʃ.ʌ0.n
ACCESSORIES	æ0.k.s.ɛ1.s.ɚ0.i0.z
ACCESSORIZE	æ0.k.s.ɛ1.s.ɚ0.aɪ2.z
ACCESSORIZED	æ0.k.s.ɛ1.s.ɚ0.aɪ2.z.d
ACCESSORY	æ0.k.s.ɛ1.s.ɚ0.i0
ACCETTA	ɑ0.tʃ.ɛ1.t.ʌ0
ACCIDENT	æ1.k.s.ʌ0.d.ʌ0.n.t
ACCIDENT'S	æ1.k.s.ʌ0.d.ʌ0.n.t.s
ACCIDENTAL	æ2.k.s.ʌ0.d.ɛ1.n.t.ʌ0.l
ACCIDENTAL(1)	æ2.k.s.ʌ0.d.ɛ1.n.ʌ0.l
ACCIDENTALLY	æ2.k.s.ʌ0.d.ɛ1.n.t.ʌ0.l.i0
ACCIDENTALLY(1)	æ2.k.s.ʌ0.d.ɛ1.n.ʌ0.l.i0
ACCIDENTLY	æ1.k.s.ʌ0.d.ʌ0.n.t.l.i0
ACCIDENTS	æ1.k.s.ʌ0.d.ʌ0.n.t.s
ACCION	æ1.tʃ.i0.ʌ0.n
ACCIVAL	æ1.s.ɪ0.v.ɑ2.l
ACCLAIM	ʌ0.k.l.eɪ1.m
ACCLAIM'S	ʌ0.k.l.eɪ1.m.z
ACCLAIMED	ʌ0.k.l.eɪ1.m.d
ACCLAIMING	ʌ0.k.l.eɪ1.m.ɪ0.ŋ
ACCLAIMS	ʌ0.k.l.eɪ1.m.z
ACCLAMATION	æ2.k.l.ʌ0.m.eɪ1.ʃ.ʌ0.n
ACCLIMATE	æ1.k.l.ʌ0.m.eɪ2.t
ACCLIMATED	æ1.k.l.ʌ0.m.eɪ2.t.ɪ0.d
ACCLIMATION	æ2.k.l.ʌ0.m.eɪ1.ʃ.ʌ0.n
ACCO	æ1.k.oʊ0
ACCOKEEK	æ1.k.oʊ0.k.i0.k
ACCOLA	ɑ0.k.oʊ1.l.ʌ0
ACCOLADE	æ1.k.ʌ0.l.eɪ2.d
ACCOLADES	æ1.k.ʌ0.l.eɪ2.d.z
ACCOMANDO	ɑ0.k.oʊ0.m.ɑ1.n.d.oʊ0
ACCOMMODATE	ʌ0.k.ɑ1.m.ʌ0.d.eɪ2.t
ACCOMMODATED	ʌ0.k.ɑ1.m.ʌ0.d.eɪ2.t.ʌ0.d
ACCOMMODATES	ʌ0.k.ɑ1.m.ʌ0.d.eɪ2.t.s
ACCOMMODATING	ʌ0.k.ɑ1.m.ʌ0.d.eɪ2.t.ɪ0.ŋ
ACCOMMODATION	ʌ0.k.ɑ2.m.ʌ0.d.eɪ1.ʃ.ʌ0.n
ACCOMMODATIONS	ʌ0.k.ɑ2.m.ʌ0.d.eɪ1.ʃ.ʌ0.n.z
ACCOMMODATIVE	ʌ0.k.ɑ1.m.ʌ0.d.eɪ2.t.ɪ0.v
ACCOMPANIED	ʌ0.k.ʌ1.m.p.ʌ0.n.i0.d
ACCOMPANIES	ʌ0.k.ʌ1.m.p.ʌ0.n.i0.z
ACCOMPANIMENT	ʌ0.k.ʌ1.m.p.n.ɪ0.m.ʌ0.n.t
ACCOMPANIMENT(1)	ʌ0.k.ʌ1.m.p.n.i0.m.ʌ0.n.t
ACCOMPANIMENTS	ʌ0.k.ʌ1.m.p.n.ɪ0.m.ʌ0.n.t.s
ACCOMPANIMENTS(1)	ʌ0.k.ʌ1.m.p.n.i0.m.ʌ0.n.t.s
ACCOMPANIST	ʌ0.k.ʌ1.m.p.ʌ0.n.ʌ0.s.t
ACCOMPANY	ʌ0.k.ʌ1.m.p.ʌ0.n.i0
ACCOMPANYING	ʌ0.k.ʌ1.m.p.ʌ0.n.i0.ɪ0.ŋ
ACCOMPLI	ɑ2.k.ɑ1.m.p.l.i0
ACCOMPLI(1)	ʌ0.k.ɑ1.m.p.l.i0
ACCOMPLICE	ʌ0.k.ɑ1.m.p.l.ʌ0.s
ACCOMPLICES	ʌ0.k.ɑ1.m.p.l.ʌ0.s.ʌ0.z
ACCOMPLISH	ʌ0.k.ɑ1.m.p.l.ɪ0.ʃ
ACCOMPLISHED	ʌ0.k.ɑ1.m.p.l.ɪ0.ʃ.t
ACCOMPLISHES	ʌ0.k.ɑ1.m.p.l.ɪ0.ʃ.ɪ0.z
ACCOMPLISHING	ʌ0.k.ɑ1.m.p.l.ɪ0.ʃ.ɪ0.ŋ
ACCOMPLISHMENT	ʌ0.k.ɑ1.m.p.l.ɪ0.ʃ.m.ʌ0.n.t
ACCOMPLISHMENTS	ʌ0.k.ɑ1.m.p.l.ɪ0.ʃ.m.ʌ0.n.t.s
ACCOR	æ1.k.ɔ2.ɹ
ACCOR'S	æ1.k.ɚ0.z
ACCORD	ʌ0.k.ɔ1.ɹ.d
ACCORD'S	ʌ0.k.ɔ1.ɹ.d.z
ACCORDANCE	ʌ0.k.ɔ1.ɹ.d.ʌ0.n.s
ACCORDED	ʌ0.k.ɔ1.ɹ.d.ɪ0.d
ACCORDING	ʌ0.k.ɔ1.ɹ.d.ɪ0.ŋ
ACCORDINGLY	ʌ0.k.ɔ1.ɹ.d.ɪ0.ŋ.l.i0
ACCORDION	ʌ0.k.ɔ1.ɹ.d.i0.ʌ0.n
ACCORDIONS	ʌ0.k.ɔ1.ɹ.d.i0.ʌ0.n.z
ACCORDS	ʌ0.k.ɔ1.ɹ.d.z
ACCOST	ʌ0.k.ɔ1.s.t
ACCOSTED	ʌ0.k.ɑ1.s.t.ʌ0.d
ACCOSTING	ʌ0.k.ɑ1.s.t.ɪ0.ŋ
ACCOUNT	ʌ0.k.aʊ1.n.t
ACCOUNT'S	ʌ0.k.aʊ1.n.t.s
ACCOUNTABILITY	ʌ0.k.aʊ1.n.t.ʌ0.b.ɪ2.l.ɪ0.t.i0
ACCOUNTABLE	ʌ0.k.aʊ1.n.t.ʌ0.b.ʌ0.l
ACCOUNTANCY	ʌ0.k.aʊ1.n.t.ʌ0.n.t.s.i2
ACCOUNTANT	ʌ0.k.aʊ1.n.t.ʌ0.n.t
ACCOUNTANT'S	ʌ0.k.aʊ1.n.t.ʌ0.n.t.s
ACCOUNTANTS	ʌ0.k.aʊ1.n.t.ʌ0.n.t.s
ACCOUNTANTS'	ʌ0.k.aʊ1.n.t.ʌ0.n.t.s
ACCOUNTED	ʌ0.k.aʊ1.n.t.ɪ0.d
ACCOUNTEMP	ʌ0.k.aʊ1.n.t.ɛ2.m.p
ACCOUNTEMPS	ʌ0.k.aʊ1.n.t.ɛ2.m.p.s
ACCOUNTING	ʌ0.k.aʊ1.n.t.ɪ0.ŋ
ACCOUNTING(1)	ʌ0.k.aʊ1.n.ɪ0.ŋ
ACCOUNTS	ʌ0.k.aʊ1.n.t.s
ACCOUTERMENT	ʌ0.k.u1.t.ɚ0.m.ʌ0.n.t
ACCOUTERMENTS	ʌ0.k.u1.t.ɚ0.m.ʌ0.n.t.s
ACCOUTREMENT	ʌ0.k.u1.t.ɚ0.m.ʌ0.n.t
ACCOUTREMENTS	ʌ0.k.u1.t.ɚ0.m.ʌ0.n.t.s
ACCRA	ɑ1.k.ɹ.ɑ2
ACCREDIT	ʌ0.k.ɹ.ɛ1.d.ɪ2.t
ACCREDITATION	ʌ0.k.ɹ.ɛ2.d.ʌ0.t.eɪ1.ʃ.ʌ0.n
ACCREDITATIONS	ʌ0.k.ɹ.ɛ2.d.ʌ0.t.eɪ1.ʃ.ʌ0.n.z
ACCREDITED	ʌ0.k.ɹ.ɛ1.d.ɪ0.t.ɪ0.d
ACCREDITING	ʌ0.k.ɹ.ɛ1.d.ʌ0.t.ɪ0.ŋ
ACCRETED	ʌ0.k.ɹ.i1.t.ɪ0.d
ACCRETION	ʌ0.k.ɹ.i1.ʃ.ʌ0.n
ACCRUAL	ʌ0.k.ɹ.u1.ʌ0.l
ACCRUALS	ʌ0.k.ɹ.u1.ʌ0.l.z
ACCRUE	ʌ0.k.ɹ.u1
ACCRUED	ʌ0.k.ɹ.u1.d
ACCRUES	ʌ0.k.ɹ.u1.z
ACCRUING	ʌ0.k.ɹ.u1.ɪ0.ŋ
ACCU	æ1.k.j.u0
ACCUHEALTH	æ1.k.j.u0.h.ɛ2.l.θ
ACCUMULATE	ʌ0.k.j.u1.m.j.ʌ0.l.eɪ2.t
ACCUMULATED	ʌ0.k.j.u1.m.j.ʌ0.l.eɪ2.t.ɪ0.d
ACCUMULATES	ʌ0.k.j.u1.m.j.ʌ0.l.eɪ2.t.s
ACCUMULATING	ʌ0.k.j.u1.m.j.ʌ0.l.eɪ2.t.ɪ0.ŋ
ACCUMULATION	ʌ0.k.j.u2.m.j.ʌ0.l.eɪ1.ʃ.ʌ0.n
ACCUMULATIONS	ʌ0.k.j.u2.m.j.ʌ0.l.eɪ1.ʃ.ʌ0.n.z
ACCUMULATIVE	ʌ0.k.j.u1.m.j.ʌ0.l.eɪ2.t.ɪ0.v
ACCUMULATIVELY	ʌ0.k.j.u1.m.j.ʌ0.l.eɪ2.t.ɪ0.v.l.i0
ACCUMULATIVELY(1)	ʌ0.k.j.u1.m.j.ʌ0.l.ʌ0.t.ɪ2.v.l.i0
ACCUMULATOR	ʌ0.k.j.u1.m.j.ʌ0.l.eɪ2.t.ɚ0
ACCUMULATORS	ʌ0.k.j.u1.m.j.ʌ0.l.eɪ2.t.ɚ0.z
ACCURACIES	æ1.k.j.ɚ0.ʌ0.s.i0.z
ACCURACY	æ1.k.j.ɚ0.ʌ0.s.i0
ACCURATE	æ1.k.j.ɚ0.ʌ0.t
ACCURATELY	æ1.k.j.ɚ0.ʌ0.t.l.i0
ACCURAY	æ1.k.j.ɚ0.eɪ2
ACCURAY'S	æ1.k.j.ɚ0.eɪ2.z
ACCURIDE	æ1.k.j.ɚ0.aɪ2.d
ACCURSO	ɑ0.k.ʊ1.ɹ.s.oʊ0
ACCUSATION	æ2.k.j.ʌ0.z.eɪ1.ʃ.ʌ0.n
ACCUSATION(1)	æ2.k.j.u0.z.eɪ1.ʃ.ʌ0.n
ACCUSATIONS	æ2.k.j.ʌ0.z.eɪ1.ʃ.ʌ0.n.z
ACCUSATIONS(1)	æ2.k.j.u0.z.eɪ1.ʃ.ʌ0.n.z
ACCUSATIVE	ʌ0.k.j.u1.z.ʌ0.t.ɪ0.v
ACCUSATORY	ʌ0.k.j.u1.z.ʌ0.t.ɔ2.ɹ.i0
ACCUSE	ʌ0.k.j.u1.z
ACCUSED	ʌ0.k.j.u1.z.d
ACCUSER	ʌ0.k.j.u1.z.ɚ0
ACCUSERS	ʌ0.k.j.u1.z.ɚ0.z
ACCUSES	ʌ0.k.j.u1.z.ɪ0.z
ACCUSING	ʌ0.k.j.u1.z.ɪ0.ŋ
ACCUSINGLY	ʌ0.k.j.u1.z.ɪ0.ŋ.l.i0
ACCUSTOM	ʌ0.k.ʌ1.s.t.ʌ0.m
ACCUSTOMED	ʌ0.k.ʌ1.s.t.ʌ0.m.d
ACCUTANE	æ1.k.j.u0.t.eɪ2.n
ACE	eɪ1.s
ACECOMM	eɪ1.s.k.ɑ0.m
ACED	eɪ1.s.t
ACER	eɪ1.s.ɚ0
ACERBIC	ʌ0.s.ɛ1.ɹ.b.ɪ0.k
ACERO	ʌ0.s.ɛ1.ɹ.oʊ0
ACERO(1)	ʌ0.s.j.ɛ1.ɹ.oʊ0
ACERO(2)	ʌ0.θ.ɛ1.ɹ.oʊ0
ACERRA	ʌ0.s.ɛ1.ɹ.ʌ0
ACES	eɪ1.s.ɪ0.z
ACETAMINOPHEN	ʌ0.s.i2.t.ʌ0.m.ɪ1.n.ʌ0.f.ʌ0.n
ACETATE	æ1.s.ʌ0.t.eɪ2.t
ACETIC	ʌ0.s.ɛ1.t.ɪ0.k
ACETIC(1)	ʌ0.s.i1.t.ɪ0.k
ACETO	ɑ0.s.ɛ1.t.oʊ0
ACETOCHLOR	ɑ0.s.ɛ1.t.oʊ0.k.l.ɔ2.ɹ
ACETONE	æ1.s.ʌ0.t.oʊ2.n
ACETOSYRINGONE	ʌ0.s.ɛ2.t.oʊ0.s.ɪ1.ɹ.ɪ0.ŋ.g.ɔ0.n
ACETYLCHOLINE	ʌ0.s.ɛ2.t.ʌ0.l.k.oʊ1.l.i0.n
ACETYLCHOLINE(1)	ʌ0.s.i2.t.ʌ0.l.k.oʊ1.l.i0.n
ACETYLENE	ʌ0.s.ɛ1.t.ʌ0.l.i2.n
ACEVEDO	æ0.s.ʌ0.v.eɪ1.d.oʊ0
ACEVES	ɑ0.s.eɪ1.v.ɛ0.s
ACEY	eɪ1.s.i0
ACHAEAN	ʌ0.tʃ.i1.ʌ0.n
ACHATZ	æ1.k.ʌ0.t.s
ACHE	eɪ1.k
ACHEBE	ɑ0.tʃ.eɪ1.b.i0
ACHED	eɪ1.k.t
ACHEE	ʌ0.tʃ.i1
ACHENBACH	æ1.k.ɪ0.n.b.ɑ0.k
ACHENBAUM	æ1.k.ʌ0.n.b.aʊ2.m
ACHES	eɪ1.k.s
ACHESON	æ1.tʃ.ʌ0.s.ʌ0.n
ACHESON'S	æ1.tʃ.ʌ0.s.ʌ0.n.z
ACHESONS	æ1.tʃ.ʌ0.s.ʌ0.n.z
ACHEY	æ1.tʃ.i0
ACHIEVA	ʌ0.tʃ.i1.v.ʌ0
ACHIEVABLE	ʌ0.tʃ.i1.v.ʌ0.b.ʌ0.l
ACHIEVE	ʌ0.tʃ.i1.v
ACHIEVED	ʌ0.tʃ.i1.v.d
ACHIEVEMENT	ʌ0.tʃ.i1.v.m.ʌ0.n.t
ACHIEVEMENTS	ʌ0.tʃ.i1.v.m.ʌ0.n.t.s
ACHIEVER	ʌ0.tʃ.i1.v.ɚ0
ACHIEVERS	ʌ0.tʃ.i1.v.ɚ0.z
ACHIEVES	ʌ0.tʃ.i1.v.z
ACHIEVING	ʌ0.tʃ.i1.v.ɪ0.ŋ
ACHILLE	ʌ0.k.ɪ1.l.i0
ACHILLES	ʌ0.k.ɪ1.l.i0.z
ACHILLES'	ʌ0.k.ɪ1.l.i0.z
ACHING	eɪ1.k.ɪ0.ŋ
ACHINGLY	eɪ1.k.ɪ0.ŋ.l.i0
ACHMED	ɑ1.h.m.ɛ0.d
ACHOA	ʌ0.tʃ.oʊ1.ʌ0
ACHOA'S	ʌ0.tʃ.oʊ1.ʌ0.z
ACHOO	ɑ2.tʃ.u1
ACHOR	eɪ1.k.ɚ0
ACHORD	æ1.k.ɔ0.ɹ.d
ACHORN	æ1.k.ɚ0.n
ACHTENBERG	æ1.k.t.ɛ0.n.b.ɚ0.g
ACHTERBERG	æ1.k.t.ɚ0.b.ɚ0.g
ACHY	eɪ1.k.i0
ACID	æ1.s.ʌ0.d
ACIDIC	ʌ0.s.ɪ1.d.ɪ0.k
ACIDIFICATION	ʌ0.s.ɪ2.d.ʌ0.f.ʌ0.k.eɪ1.ʃ.ʌ0.n
ACIDIFIED	ʌ0.s.ɪ1.d.ʌ0.f.aɪ2.d
ACIDIFIES	ʌ0.s.ɪ1.d.ʌ0.f.aɪ2.z
ACIDIFY	ʌ0.s.ɪ1.d.ʌ0.f.aɪ2
ACIDITY	ʌ0.s.ɪ1.d.ʌ0.t.i0
ACIDLY	æ1.s.ʌ0.d.l.i0
ACIDOSIS	æ2.s.ʌ0.d.oʊ1.s.ʌ0.s
ACIDS	æ1.s.ʌ0.d.z
ACIDURIA	æ2.s.ʌ0.d.ʊ1.ɹ.i0.ʌ0
ACIERNO	ɑ0.s.ɪ1.ɹ.n.oʊ0
ACK	æ1.k
ACKER	æ1.k.ɚ0
ACKER'S	æ1.k.ɚ0.z
ACKERLEY	æ1.k.ɚ0.l.i0
ACKERLY	æ1.k.ɚ0.l.i0
ACKERMAN	æ1.k.ɚ0.m.ʌ0.n
ACKERMANN	æ1.k.ɚ0.m.ʌ0.n
ACKERMANVILLE	æ1.k.ɚ0.m.ʌ0.n.v.ɪ0.l
ACKERSON	æ1.k.ɚ0.s.ʌ0.n
ACKERT	æ1.k.ɚ0.t
ACKHOUSE	æ1.k.h.aʊ2.s
ACKLAND	æ1.k.l.ʌ0.n.d
ACKLES	æ1.k.ʌ0.l.z
ACKLEY	æ1.k.l.i0
ACKLIN	æ1.k.l.ɪ0.n
ACKMAN	æ1.k.m.ʌ0.n
ACKNOWLEDGE	æ0.k.n.ɑ1.l.ɪ0.dʒ
ACKNOWLEDGEABLE	æ0.k.n.ɑ1.l.ɪ0.dʒ.ʌ0.b.ʌ0.l
ACKNOWLEDGED	æ0.k.n.ɑ1.l.ɪ0.dʒ.d
ACKNOWLEDGEMENT	æ0.k.n.ɑ1.l.ɪ0.dʒ.m.ʌ0.n.t
ACKNOWLEDGEMENTS	æ0.k.n.ɑ1.l.ɪ0.dʒ.m.ʌ0.n.t.s
ACKNOWLEDGES	æ0.k.n.ɑ1.l.ɪ0.dʒ.ɪ0.z
ACKNOWLEDGING	æ0.k.n.ɑ1.l.ɪ0.dʒ.ɪ0.ŋ
ACKNOWLEDGMENT	æ0.k.n.ɑ1.l.ɪ0.dʒ.m.ʌ0.n.t
ACKROYD	æ1.k.ɹ.ɔɪ2.d
ACKROYD'S	æ1.k.ɹ.ɔɪ2.d.z
ACMAT	æ1.k.m.æ0.t
ACMAT'S	æ1.k.m.æ0.t.s
ACME	æ1.k.m.i0
ACME'S	æ1.k.m.i0.z
ACNE	æ1.k.n.i0
ACOCELLA	ɑ0.k.oʊ0.tʃ.ɛ1.l.ʌ0
ACOFF	æ1.k.ɔ0.f
ACOG	ʌ0.k.ɔ1.g
ACOLYTE	æ1.k.ʌ0.l.aɪ2.t
ACOLYTES	æ1.k.ʌ0.l.aɪ2.t.s
ACORD	ʌ0.k.ɔ1.ɹ.d
ACORDIA	ʌ0.k.ɔ1.ɹ.d.i0.ʌ0
ACORN	eɪ1.k.ɔ0.ɹ.n
ACORN'S	eɪ1.k.ɔ0.ɹ.n.z
ACORNS	eɪ1.k.ɔ0.ɹ.n.z
ACOSTA	ʌ0.k.ɔ1.s.t.ʌ0
ACOTT	eɪ1.k.ɔ0.t
ACOUSTIC	ʌ0.k.u1.s.t.ɪ0.k
ACOUSTICAL	ʌ0.k.u1.s.t.ɪ0.k.ʌ0.l
ACOUSTICALLY	ʌ0.k.u1.s.t.ɪ0.k.l.i0
ACOUSTICS	ʌ0.k.u1.s.t.ɪ0.k.s
